category,food_id,food_name,calorie,water,protein,fat,cholesterol,carb,fiber,ash
6,6106,しろうり　果実　生　　　,15,95.3,0.9,0.1,0,3.3,1.2,0.4
6,6107,しろうり　漬物　塩漬　　,16,92.8,1,0.1,0,3.7,2.2,2.4
6,6108,しろうり　漬物　奈良漬　　,157,49.9,4.5,0.1,0,40.8,2.4,4.7
6,6109,ずいき　生ずいき　生　　　,16,94.5,0.5,0,0,4.1,1.6,0.9
6,6110,ずいき　生ずいき　ゆで　　　,12,96.1,0.4,0,0,3.1,2.1,0.4
6,6111,ずいき　干しずいき　乾　　　,246,9.9,6.6,0.4,0,63.5,25.8,18.2
6,6112,ずいき　干しずいき　ゆで　　　,13,95.5,0.5,0,0,3.4,3.1,0.6
6,6113,すぐきな　葉　生　　　,26,90.5,1.9,0.2,0,5.4,4,1.8
6,6114,すぐきな　根　生　　　,21,93.7,0.6,0.1,0,4.7,1.7,0.7
6,6115,すぐきな　すぐき漬　　　,34,87.4,2.6,0.7,0,6.1,5.2,3.2
6,6116,ズッキーニ　果実　生　　　,14,94.9,1.3,0.1,0,2.8,1.3,0.8
6,6117,せり　茎葉　生　　　,17,93.4,2,0.1,0,3.3,2.5,1.2
6,6118,せり　茎葉　ゆで　　　,18,93.6,2.1,0.1,0,3.4,2.8,0.8
6,6119,セロリ　葉柄　生　　　,15,94.7,0.4,0.1,0,3.6,1.5,1
6,6120,ぜんまい　生ぜんまい　若芽　生　　,29,90.9,1.7,0.1,0,6.6,3.8,0.7
6,6121,ぜんまい　生ぜんまい　若芽　ゆで　　,21,94.2,1.1,0.4,0,4.1,3.5,0.2
6,6122,ぜんまい　干しぜんまい　干し若芽　乾　　,293,8.5,14.6,0.6,0,70.8,34.8,5.5
6,6123,ぜんまい　干しぜんまい　干し若芽　ゆで　　,29,91.2,1.7,0.1,0,6.8,5.2,0.2
6,6124,そらまめ　未熟豆　生　　　,108,72.3,10.9,0.2,0,15.5,2.6,1.1
6,6125,そらまめ　未熟豆　ゆで　　　,112,71.3,10.5,0.2,0,16.9,4,1.1
6,6126,タアサイ　葉　生　　　,13,94.3,1.3,0.2,0,2.2,1.9,1.3
6,6127,タアサイ　葉　ゆで　　　,13,95,1.1,0.2,0,2.3,2.1,0.9
6,6128,（だいこん類）　かいわれだいこん　芽ばえ　生　　,21,93.4,2.1,0.5,0,3.3,1.9,0.6
6,6129,（だいこん類）　葉だいこん　葉　生　　,18,92.6,2,0.2,0,3.3,2.6,1.5
6,6130,（だいこん類）　だいこん　葉　生　　,25,90.6,2.2,0.1,0,5.3,4,1.6
6,6131,（だいこん類）　だいこん　葉　ゆで　　,25,91.3,2.2,0.1,0,5.4,3.6,0.9
6,6132,（だいこん類）　だいこん　根　皮つき　生　　,18,94.6,0.5,0.1,0,4.1,1.4,0.6
6,6133,（だいこん類）　だいこん　根　皮つき　ゆで　　,18,94.4,0.4,,0,4.5,1.6,0.5
6,6134,（だいこん類）　だいこん　根　皮むき　生　　,18,94.6,0.4,0.1,0,4.1,1.3,0.6
6,6135,（だいこん類）　だいこん　根　皮むき　ゆで　　,18,94.8,0.5,0.1,0,4,1.7,0.5
6,6136,（だいこん類）　切干しだいこん　乾　,301,8.4,9.7,0.8,0,69.7,21.3,8.5
6,6334,（だいこん類）　切干しだいこん　ゆで　　,19,94.6,0.9,0.1,0,4.1,3.7,0.3
6,6335,（だいこん類）　切干しだいこん　油いため　　,88,84.5,1.5,6,,7.6,5.6,0.4
6,6137,（だいこん類）　漬物　ぬかみそ漬　　,30,87.1,1.3,0.1,0,6.7,1.8,4.8
6,6138,（だいこん類）　漬物　たくあん漬　塩押しだいこん漬　,64,78.2,1.2,0.3,0,15.2,3.5,5
6,6139,（だいこん類）　漬物　たくあん漬　干しだいこん漬　,27,88.8,1.9,0.1,0,5.5,3.7,3.7
6,6140,（だいこん類）　漬物　守口漬　　,187,46.2,5.3,0.2,0,44.3,3.3,4
6,6141,（だいこん類）　漬物　べったら漬　　,57,81.3,0.9,0.1,0,14,1.8,3.7
6,6142,（だいこん類）　漬物　みそ漬　　,78,67.3,4.5,0.3,0,16.3,3.3,11.6
6,6143,（だいこん類）　漬物　福神漬　　,136,58.6,2.7,0.1,0,33.3,3.9,5.3
6,6144,（たいさい類）　つまみな　葉　生　　,20,92.3,1.9,0.3,0,3.6,2.3,1.6
6,6145,（たいさい類）　たいさい　葉　生　　,16,93.7,0.9,0.1,0,3.5,1.6,1.2
6,6146,（たいさい類）　たいさい　塩漬　　,20,90.9,1.6,0.1,0,4.3,2.5,3.1
6,6147,たかな　葉　生　　　,21,92.7,1.8,0.2,0,4.2,2.5,0.9
6,6148,たかな　たかな漬　　　,33,83.5,2.8,0.2,0,7,5.2,6.5
6,6149,たけのこ　若茎　生　　　,26,90.8,3.6,0.2,0,4.3,2.8,1.1
6,6150,たけのこ　若茎　ゆで　　　,30,89.9,3.5,0.2,0,5.5,3.3,0.9
6,6151,たけのこ　水煮缶詰　　　,23,92.8,2.7,0.2,0,4,2.3,0.3
6,6152,たけのこ　めんま　塩蔵　塩抜き　　　,19,93.9,1,0.5,0,3.6,3.5,1
6,6153,（たまねぎ類）　たまねぎ　りん茎　生　　,37,89.7,1,0.1,1,8.8,1.6,0.4
6,6154,（たまねぎ類）　たまねぎ　りん茎　水さらし　　,26,93,0.6,0.1,0,6.1,1.5,0.2
6,6155,（たまねぎ類）　たまねぎ　りん茎　ゆで　　,31,91.5,0.8,0.1,0,7.3,1.7,0.3
6,6336,（たまねぎ類）　たまねぎ　りん茎　油いため　　,105,80.1,1.4,5.9,,12,2.7,0.6
6,6156,（たまねぎ類）　赤たまねぎ　りん茎　生　　,38,89.6,0.9,0.1,0,9,1.7,0.4
6,6337,（たまねぎ類）　葉たまねぎ　りん茎及び葉　生　　,37,89.5,1.8,0.4,0,7.6,3,0.7
6,6157,たらのめ　若芽　生　　　,27,90.2,4.2,0.2,0,4.3,4.2,1.1
6,6158,たらのめ　若芽　ゆで　　　,26,90.8,4,0.2,0,4.1,3.6,0.9
6,6159,チコリ　若芽　生　　　,16,94.7,1,,0,3.9,1.1,0.4
6,6160,チンゲンサイ　葉　生　　　,9,96,0.6,0.1,0,2,1.2,0.8
6,6161,チンゲンサイ　葉　ゆで　　　,12,95.3,0.9,0.1,0,2.4,1.5,0.8
6,6338,チンゲンサイ　葉　油いため　　　,39,92.6,0.8,3.2,0,2.2,1.4,0.7
6,6162,つくし　胞子茎　生　　　,38,86.9,3.5,0.1,0,8.1,8.1,1.4
6,6163,つくし　胞子茎　ゆで　　　,33,88.9,3.4,0.1,0,6.7,6.7,0.9
6,6164,つるな　茎葉　生　　　,15,93.8,1.8,0.1,0,2.8,2.3,1.3
6,6165,つるむらさき　茎葉　生　　　,13,95.1,0.7,0.2,0,2.6,2.2,1.1
6,6166,つるむらさき　茎葉　ゆで　　　,15,94.5,0.9,0.2,0,3.2,3.1,0.9
6,6167,つわぶき　葉柄　生　　　,21,93.3,0.4,0,0,5.6,2.5,0.7
6,6168,つわぶき　葉柄　ゆで　　　,16,95,0.3,0,0,4.4,2.3,0.3
6,6169,とうがらし　葉･果実　生　　　,35,86.7,3.4,0.1,0,7.2,5.7,2.2
6,6170,とうがらし　葉･果実　油いため　　　,85,79.5,4,4.9,0,8.5,6.3,2.6
6,6171,とうがらし　果実　生　　　,96,75,3.9,3.4,0,16.3,10.3,1.4
6,6172,とうがらし　果実　乾　　　,345,8.8,14.7,12,0,58.4,46.4,6.1
6,6173,とうがん　果実　生　　　,16,95.2,0.5,0.1,0,3.8,1.3,0.4
6,6174,とうがん　果実　ゆで　　　,16,95.3,0.6,0.1,0,3.7,1.5,0.3
6,6175,（とうもろこし類）　スイートコーン　未熟種子　生　　,92,77.1,3.6,1.7,0,16.8,3,0.8
6,6176,（とうもろこし類）　スイートコーン　未熟種子　ゆで　　,99,75.4,3.5,1.7,0,18.6,3.1,0.8
6,6339,（とうもろこし類）　スイートコーン　未熟種子　電子レンジ調理　　,107,73.5,4.2,2.2,0,19.1,3.4,1
6,6177,（とうもろこし類）　スイートコーン　未熟種子　穂軸つき　冷凍　　,97,75.6,3.5,1.5,0,18.7,2.8,0.7
6,6178,（とうもろこし類）　スイートコーン　未熟種子　カーネル　冷凍　　,99,75.5,2.9,1.5,0,19.4,2.8,0.7
6,6179,（とうもろこし類）　スイートコーン　缶詰　クリームスタイル　,84,78.2,1.7,0.5,0,18.6,1.8,1
6,6180,（とうもろこし類）　スイートコーン　缶詰　ホールカーネルスタイル　,82,78.4,2.3,0.5,0,17.8,3.3,1
6,6181,（とうもろこし類）　ヤングコーン　幼雌穂　生　　,29,90.9,2.3,0.2,0,6,2.7,0.6
6,6182,（トマト類）　トマト　果実　生　　,19,94,0.7,0.1,0,4.7,1,0.5
6,6183,（トマト類）　ミニトマト　果実　生　　,29,91,1.1,0.1,0,7.2,1.4,0.6
6,6184,（トマト類）　缶詰　ホール　食塩無添加　,20,93.3,0.9,0.2,0,4.4,1.3,1.2
6,6185,（トマト類）　缶詰　トマトジュース　食塩添加　,17,94.1,0.7,0.1,0,4,0.7,1.1
6,6340,（トマト類）　缶詰　トマトジュース　食塩無添加　,17,94.1,0.7,0.1,0,4,0.7,1.1
6,6186,（トマト類）　缶詰　ミックスジュース　食塩添加　,17,94.2,0.6,0,0,4.3,0.7,0.9
6,6341,（トマト類）　缶詰　ミックスジュース　食塩無添加　,17,94.2,0.6,0,0,4.3,0.7,0.9
6,6187,トレビス　葉　生　　　,18,94.1,1.1,0.2,0,3.9,2,0.7
6,6188,とんぶり　ゆで　　　,90,76.7,6.1,3.5,0,12.9,7.1,0.8
6,6189,ながさきはくさい　葉　生　　　,13,93.9,1.3,0.1,0,2.6,2.2,1.8
6,6190,ながさきはくさい　葉　ゆで　　　,18,93.2,2.2,0.1,0,3.4,2.4,0.8
6,6191,（なす類）　なす　果実　生　　,22,93.2,1.1,0.1,1,5.1,2.2,0.5
6,6192,（なす類）　なす　果実　ゆで　　,19,94,1,0.1,,4.5,2.1,0.4
6,6342,（なす類）　なす　果実　油いため　　,79,85.8,1.5,5.8,,6.3,2.6,0.6
6,6343,（なす類）　なす　果実　天ぷら　　,180,71.9,1.6,14,1,12,1.9,0.5
6,6193,（なす類）　べいなす　果実　生　　,22,93,1.1,0.1,0,5.3,2.4,0.5
6,6194,（なす類）　べいなす　果実　素揚げ　　,183,74.8,1,17,0,6.7,1.8,0.5
6,6195,（なす類）　漬物　塩漬　　,23,90.4,1.4,0.1,0,5.2,2.7,2.9
6,6196,（なす類）　漬物　ぬかみそ漬　　,27,88.7,1.7,0.1,0,6.1,2.7,3.4
6,6197,（なす類）　漬物　こうじ漬　　,79,69.1,5.5,0.1,0,18.2,4.2,7.1
6,6198,（なす類）　漬物　からし漬　　,118,61.2,2.6,0.2,0,30.7,4.2,5.3
6,6199,（なす類）　漬物　しば漬　　,30,86.4,1.4,0.2,0,7,4.4,4.9
6,6200,なずな　葉　生　　　,36,86.8,4.3,0.1,0,7,5.4,1.7
6,6201,（なばな類）　和種なばな　花らい・茎　生　　,33,88.4,4.4,0.2,0,5.8,4.2,1.2
6,6202,（なばな類）　和種なばな　花らい・茎　ゆで　　,28,90.2,4.7,0.1,0,4.3,4.3,0.7
6,6203,（なばな類）　洋種なばな　茎葉　生　　,35,88.3,4.1,0.4,0,6,3.7,1.1
6,6204,（なばな類）　洋種なばな　茎葉　ゆで　　,31,90,3.6,0.4,0,5.3,4.1,0.7
6,6205,にがうり　果実　生　　　,17,94.4,1,0.1,0,3.9,2.6,0.6
6,6206,にがうり　果実　油いため　　　,50,90.3,1.2,3.3,0,4.6,2.8,0.6
6,6207,（にら類）　にら　葉　生　　,21,92.6,1.7,0.3,,4,2.7,1.1
6,6208,（にら類）　にら　葉　ゆで　　,31,89.8,2.6,0.5,,5.7,4.3,1.1
6,6344,（にら類）　にら　葉　油いため　　,74,85.8,1.9,5.7,,4.9,3.5,1.3
6,6209,（にら類）　花にら　花茎・花らい　生　　,27,91.4,1.9,0.2,0,5.9,2.8,0.6
6,6210,（にら類）　黄にら　葉　生　　,18,94,2.1,0.1,0,3.3,2,0.5
6,6211,（にんじん類）　葉にんじん　葉　生　　,18,93.5,1.1,0.2,0,3.7,2.7,1.1
6,6212,（にんじん類）　にんじん　根　皮つき　生　　,39,89.1,0.7,0.2,0,9.3,2.8,0.8
6,6213,（にんじん類）　にんじん　根　皮つき　ゆで　　,36,90.2,0.6,0.2,0,8.4,3,0.6
6,6214,（にんじん類）　にんじん　根　皮むき　生　　,36,89.7,0.8,0.1,0,8.7,2.4,0.7
6,6215,（にんじん類）　にんじん　根　皮むき　ゆで　　,36,90,0.7,0.1,0,8.5,2.8,0.7
6,6345,（にんじん類）　にんじん　根　皮むき　油いため　　,109,79.1,1.1,6.4,,12.4,3.1,1.1
6,6346,（にんじん類）　にんじん　根　皮むき　素揚げ　,89,80.6,1,3.5,0,13.9,1.1,1
6,6347,（にんじん類）　にんじん　根　皮　生　,31,90.4,0.7,0.2,0,7.3,3.8,1.5
6,6216,（にんじん類）　にんじん　根　冷凍　　,35,90.2,0.8,0.2,0,8.2,2.9,0.6
6,6348,（にんじん類）　にんじん　グラッセ　,66,83.8,0.7,1.4,5,12.7,2.6,1.4
6,6217,（にんじん類）　にんじん　ジュース　缶詰　　,28,92,0.6,0.1,0,6.7,0.2,0.6
6,6218,（にんじん類）　きんとき　根　皮つき　生　　,44,87.3,1.8,0.2,0,9.6,3.9,1.1
6,6219,（にんじん類）　きんとき　根　皮つき　ゆで　　,42,87.7,1.9,0.2,0,9.2,4.3,1
6,6220,（にんじん類）　きんとき　根　皮むき　生　　,45,87.1,1.8,0.3,0,9.7,3.6,1.1
6,6221,（にんじん類）　きんとき　根　皮むき　ゆで　　,45,87.1,1.9,0.4,0,9.6,4.1,1
6,6222,（にんじん類）　ミニキャロット　根　生　　,32,90.9,0.7,0.2,0,7.5,2.7,0.7
6,6223,（にんにく類）　にんにく　りん茎　生　　,136,63.9,6.4,0.9,0,27.5,6.2,1.4
6,6349,（にんにく類）　にんにく　りん茎　油いため　　,199,53.7,8.2,5.9,0,30.6,6.8,1.6
6,6224,（にんにく類）　茎にんにく　花茎　生　　,45,86.7,1.9,0.3,0,10.6,3.8,0.5
6,6225,（にんにく類）　茎にんにく　花茎　ゆで　　,44,86.9,1.7,0.2,0,10.7,3.8,0.5
6,6226,（ねぎ類）　根深ねぎ　葉　軟白　生　　,34,89.6,1.4,0.1,2,8.3,2.5,0.5
6,6350,（ねぎ類）　根深ねぎ　葉　軟白　ゆで　　,28,91.4,1.3,0.1,,6.8,2.5,0.4
6,6351,（ねぎ類）　根深ねぎ　葉　軟白　油いため　　,78,83.9,1.6,4.4,,9.5,2.7,0.5
6,6227,（ねぎ類）　葉ねぎ　葉　生　　,30,90.5,1.9,0.3,0,6.5,3.2,0.7
6,6352,（ねぎ類）　葉ねぎ　葉　油いため　　,81,83.9,2.1,5.2,0,7.9,3.9,0.9
6,6228,（ねぎ類）　こねぎ　葉　生　　,27,91.3,2,0.3,0,5.4,2.5,0.9
6,6229,のざわな　葉　生　　　,16,94,0.9,0.1,0,3.5,2,1.1
6,6230,のざわな　漬物　塩漬　　,18,91.8,1.2,0.1,0,4.1,2.5,2.4
6,6231,のざわな　漬物　調味漬　　,23,89.5,1.7,0,0,5.4,3.1,3.2
6,6232,のびる　りん茎葉　生　　　,65,80.2,3.2,0.2,0,15.5,6.9,0.9
6,6233,はくさい　結球葉　生　　　,14,95.2,0.8,0.1,0,3.2,1.3,0.6
6,6234,はくさい　結球葉　ゆで　　　,13,95.4,0.9,0.1,0,2.9,1.4,0.5
6,6235,はくさい　漬物　塩漬　　,16,92.2,1.4,0.1,0,3.4,1.8,2.9
6,6236,はくさい　漬物　キムチ　　,46,85.8,2.8,0.3,0,7.9,2.7,3.1
6,6237,パクチョイ　葉　生　　　,15,94,1.6,0.2,0,2.7,1.8,1.1
6,6238,バジル　葉　生　　　,24,91.5,2,0.6,0,4,4,1.5
6,6239,パセリ　葉　生　　　,43,84.7,4,0.7,0,7.8,6.8,2.7
6,6240,はつかだいこん　根　生　　　,15,95.3,0.8,0.1,0,3.1,1.2,0.7
6,6241,はやとうり　果実　白色種　生　　,20,94,0.6,0.1,0,4.9,1.2,0.4
6,6353,はやとうり　果実　緑色種　生　　,20,94,0.6,0.1,0,4.9,1.2,0.4
6,6242,はやとうり　果実　白色種　塩漬　,17,91,0.6,,0,4.4,1.6,4
6,6243,ビーツ　根　生　　　,41,87.6,1.6,0.1,0,9.3,2.7,1.1
6,6244,ビーツ　根　ゆで　　　,44,86.9,1.5,0.1,0,10.2,2.9,1
6,6245,（ピーマン類）　青ピーマン　果実　生　　,22,93.4,0.9,0.2,0,5.1,2.3,0.4
6,6246,（ピーマン類）　青ピーマン　果実　油いため　　,61,89,0.9,4.3,0,5.4,2.4,0.4
6,6247,（ピーマン類）　赤ピーマン　果実　生　　,30,91.1,1,0.2,0,7.2,1.6,0.5
6,6248,（ピーマン類）　赤ピーマン　果実　油いため　　,69,86.6,1,4.3,0,7.6,1.6,0.5
6,6249,（ピーマン類）　黄ピーマン　果実　生　　,27,92,0.8,0.2,0,6.6,1.3,0.4
6,6250,（ピーマン類）　黄ピーマン　果実　油いため　　,66,87.6,0.8,4.3,0,6.9,1.3,0.4
6,6251,（ピーマン類）　トマピー　果実　生　　,31,90.9,1,0.2,0,7.5,1.6,0.4
6,6252,ひのな　根・茎葉　生　　　,19,92.5,1,,0,4.7,3,1.3
6,6253,ひのな　根・茎葉　甘酢漬　　　,69,76.4,1.4,0.5,0,17.3,4.7,3.9
6,6254,ひろしまな　葉　生　　　,20,92.7,1.5,0.2,0,4.2,2.4,1.1
6,6255,ひろしまな　塩漬　　　,16,92.7,1.2,0.2,0,3.3,2.4,2.5
6,6256,（ふき類）　ふき　葉柄　生　　,11,95.8,0.3,0,0,3,1.3,0.7
6,6257,（ふき類）　ふき　葉柄　ゆで　　,8,97.4,0.3,0,0,1.9,1.1,0.4
6,6258,（ふき類）　ふきのとう　花序　生　　,43,85.5,2.5,0.1,0,10,6.4,1.9
6,6259,（ふき類）　ふきのとう　花序　ゆで　　,32,89.2,2.5,0.1,0,7,4.2,1.2
6,6260,ふじまめ　若ざや　生　　　,33,89.2,2.5,0.1,0,7.4,4.4,0.8
6,6261,ふだんそう　葉　生　　　,19,92.2,2,0.1,0,3.7,3.3,1.9
6,6262,ふだんそう　葉　ゆで　　　,27,90.4,2.8,0.1,0,5.4,3.8,1.2
6,6263,ブロッコリー　花序　生　　　,33,89,4.3,0.5,0,5.2,4.4,1
6,6264,ブロッコリー　花序　ゆで　　　,27,91.3,3.5,0.4,0,4.3,3.7,0.5
6,6354,ブロッコリー　芽ばえ　生　　　,19,94.3,1.9,0.6,0,2.6,1.8,0.5
6,6265,へちま　果実　生　　　,16,94.9,0.8,0.1,0,3.8,1,0.4
6,6266,へちま　果実　ゆで　　　,18,94.2,1.6,0.1,0,3.7,1.5,0.4
6,6267,ほうれんそう　葉　通年平均　生　　,20,92.4,2.2,0.4,0,3.1,2.8,1.7
6,6355,ほうれんそう　葉　夏採り　生　　,20,92.4,2.2,0.4,0,3.1,2.8,1.7
6,6356,ほうれんそう　葉　冬採り　生　　,20,92.4,2.2,0.4,0,3.1,2.8,1.7
6,6268,ほうれんそう　葉　通年平均　ゆで　　,25,91.5,2.6,0.5,0,4,3.6,1.2
6,6357,ほうれんそう　葉　夏採り　ゆで　　,25,91.5,2.6,0.5,0,4,3.6,1.2
6,6358,ほうれんそう　葉　冬採り　ゆで　　,25,91.5,2.6,0.5,0,4,3.6,1.2
6,6359,ほうれんそう　葉　通年平均　油いため　　,99,82,3.8,8.1,,4.4,4.6,1.5
6,6269,ほうれんそう　葉　冷凍　　　,21,92.2,3.3,0.2,0,3.1,3.1,1.1
6,6270,ホースラディシュ　根茎　生　　　,79,77.3,3.1,0.3,0,17.7,8.2,1.6
6,6271,まこも　茎　生　　　,21,93.5,1.3,0.2,0,4.4,2.3,0.6
6,6272,みずかけな　葉　生　　　,25,91.1,2.9,0.1,0,4.7,2.8,1.1
6,6273,みずかけな　塩漬　　　,32,85.6,4.9,,0,5.7,4,3.6
6,6072,みずな　葉　生　　　,23,91.4,2.2,0.1,0,4.8,3,1.3
6,6073,みずな　葉　ゆで　　　,22,91.8,2,0.1,0,4.7,3.6,1.1
6,6074,みずな　塩漬　　　,27,88.2,2,0.1,0,5.9,3.5,3.4
6,6274,（みつば類）　切りみつば　葉　生　　,18,93.8,1,0.1,0,4,2.5,1.1
6,6275,（みつば類）　切りみつば　葉　ゆで　　,15,95.2,0.9,0.1,0,3.3,2.7,0.5
6,6276,（みつば類）　根みつば　葉　生　　,20,92.7,1.9,0.1,0,4.1,2.9,1.2
6,6277,（みつば類）　根みつば　葉　ゆで　　,20,92.9,2.3,0.1,0,3.9,3.3,0.8
6,6278,（みつば類）　糸みつば　葉　生　　,13,94.6,0.9,0.1,0,2.9,2.3,1.2
6,6279,（みつば類）　糸みつば　葉　ゆで　　,17,93.7,1.1,0,0,4,3,0.9
6,6360,みぶな　葉　生　　　,15,93.9,1.1,0.3,0,2.9,1.8,1.3
6,6280,（みょうが類）　みょうが　花穂　生　　,12,95.6,0.9,0.1,0,2.6,2.1,0.8
6,6281,（みょうが類）　みょうがたけ　茎葉　生　　,7,97.1,0.4,0.1,0,1.5,1.1,0.8
6,6282,むかご 　肉芽　生　　　,93,75.1,2.9,0.2,0,20.6,4.2,1.2
6,6283,めキャベツ　結球葉　生　　　,50,83.2,5.7,0.1,0,9.9,5.5,1.1
6,6284,めキャベツ　結球葉　ゆで　　　,49,83.8,5.3,0.1,0,9.8,5.2,1
6,6285,めたで　　芽ばえ　生　　　,43,87,3,0.5,0,8.8,6.3,0.7
6,6286,（もやし類）　アルファルファもやし　生　　,12,96,1.6,0.1,0,2,1.4,0.3
6,6287,（もやし類）　だいずもやし　生　　,37,92,3.7,1.5,,2.3,2.3,0.5
6,6288,（もやし類）　だいずもやし　ゆで　　,34,93,2.9,1.6,,2.2,2.2,0.3
6,6289,（もやし類）　ブラックマッペもやし　生　　,15,95,2,,0,2.7,1.4,0.3
6,6290,（もやし類）　ブラックマッペもやし　ゆで　　,13,95.8,1.3,,0,2.7,1.6,0.2
6,6291,（もやし類）　りょくとうもやし　生　　,14,95.4,1.7,0.1,0,2.6,1.3,0.2
6,6292,（もやし類）　りょくとうもやし　ゆで　　,12,95.9,1.6,0,0,2.3,1.5,0.2
6,6293,モロヘイヤ　茎葉　生　　　,38,86.1,4.8,0.5,0,6.3,5.9,2.1
6,6294,モロヘイヤ　茎葉　ゆで　　　,25,91.3,3,0.4,0,4,3.5,1.2
6,6295,やまごぼう　みそ漬　　　,72,72.8,4.1,0.1,0,15.6,7,7.4
6,6296,ゆりね　りん茎　生　　　,125,66.5,3.8,0.1,0,28.3,5.4,1.3
6,6297,ゆりね　りん茎　ゆで　　　,126,66.5,3.4,0.1,0,28.7,6,1.3
6,6298,ようさい　茎葉　生　　　,17,93,2.2,0.1,0,3.1,3.1,1.4
6,6299,ようさい　茎葉　ゆで　　　,21,92.4,2.2,0.1,0,4.1,3.4,1
6,6300,よめな　葉　生　　　,46,84.6,3.4,0.2,0,10,7.8,1.8
6,6301,よもぎ　葉　生　　　,46,83.6,5.2,0.3,0,8.7,7.8,2.2
6,6302,よもぎ　葉　ゆで　　　,42,85.9,4.8,0.1,0,8.2,7.8,1
6,6303,らっかせい　未熟豆　生　　　,295,50.1,12,24.2,0,12.4,4,1.3
6,6304,らっかせい　未熟豆　ゆで　　　,288,51.3,11.9,23.5,0,12.3,4.2,1
6,6305,（らっきょう類）　らっきょう　りん茎　生　　,118,68.3,1.4,0.2,0,29.3,20.7,0.8
6,6306,（らっきょう類）　らっきょう　甘酢漬　　,115,67.8,0.7,0.2,0,29,3.3,2.3
6,6307,（らっきょう類）　エシャレット　りん茎　生　　,76,79.1,2.3,0.2,0,17.8,11.4,0.6
6,6308,リーキ　りん茎葉　生　　　,29,90.8,1.6,0.1,0,6.9,2.5,0.6
6,6309,リーキ　りん茎葉　ゆで　　　,28,91.3,1.3,0.1,0,6.8,2.6,0.5
6,6319,ルッコラ　　葉　生　　　,19,92.7,1.9,0.4,0,3.1,2.6,1.5
6,6310,ルバーブ　葉柄　生　　　,24,92.1,0.7,0.1,0,6,2.5,0.9
6,6311,ルバーブ　葉柄　ゆで　　　,18,94.1,0.5,0.1,0,4.6,2.9,0.6
6,6312,（レタス類）　レタス　土耕栽培　結球葉　生　　,12,95.9,0.6,0.1,0,2.8,1.1,0.5
6,6361,（レタス類）　レタス　水耕栽培　結球葉　生　　,14,95.3,0.8,0.2,0,2.9,1.1,0.6
6,6313,（レタス類）　サラダな　葉　生　　,14,94.9,1,0.2,0,2.7,1.8,1
6,6314,（レタス類）　リーフレタス　葉　生　　,16,94,1.4,0.1,0,3.3,1.9,1
6,6315,（レタス類）　サニーレタス　葉　生　　,16,94.1,1.2,0.2,0,3.2,2,1.1
6,6362,（レタス類）　サンチュ　葉　生　　,15,94.5,1.2,0.4,0,2.5,2,1
6,6316,（レタス類）　コスレタス　葉　生　　,17,94.5,1.2,0.2,0,3.4,1.9,0.6
6,6317,れんこん　根茎　生　　　,66,81.5,1.9,0.1,0,15.5,2,1
6,6318,れんこん　根茎　ゆで　　　,66,81.9,1.3,0.1,0,16.1,2.3,0.6
6,6320,わけぎ　葉　生　　　,30,90.3,1.6,0,0,7.4,2.8,0.7
6,6321,わけぎ　葉　ゆで　　　,29,90.4,1.9,0,0,6.9,3.1,0.8
6,6322,わさび　根茎　生　　　,88,74.2,5.6,0.2,0,18.4,4.4,1.5
6,6323,わさび　わさび漬　　　,145,61.4,7.1,0.5,0,28,2.7,3
6,6324,わらび　生わらび　生　　　,21,92.7,2.4,0.1,0,4,3.6,0.8
6,6325,わらび　生わらび　ゆで　　　,15,95.2,1.5,0.1,0,3,3,0.2
6,6326,わらび　干しわらび　乾　　　,274,10.4,20,0.7,0,61.4,58,7.5
7,7001,あけび　果肉　生　　　,82,77.1,0.5,0.1,0,22,1.1,0.3
7,7002,あけび　果皮　生　　　,34,90.4,0.3,0.3,0,8.6,3.1,0.4
7,7003,アセロラ　酸味種　生　　　,36,89.9,0.7,0.1,0,9,1.9,0.3
7,7159,アセロラ　甘味種　生　　　,36,89.9,0.7,0.1,0,9,1.9,0.3
7,7004,アセロラ　10 %果汁入り飲料,42,89.4,0.1,0,0,10.5,0.2,
7,7005,アテモヤ　生　　　,79,77.7,1.8,0.4,0,19.4,3.3,0.7
7,7006,アボカド　生　　　,187,71.3,2.5,18.7,,6.2,5.3,1.3
7,7007,あんず　生　　　,36,89.8,1,0.3,0,8.5,1.6,0.4
7,7008,あんず　乾　　　,288,16.8,9.2,0.4,0,70.4,9.8,3.2
7,7009,あんず　缶詰　　　,81,79.8,0.5,0.4,0,18.9,0.8,0.4
7,7010,あんず　ジャム　高糖度　　,262,34.5,0.3,0.1,0,64.9,0.7,0.2
7,7011,あんず　ジャム　低糖度　　,205,48.8,0.4,0.1,0,50.5,1.2,0.2
7,7012,いちご　生　　　,34,90,0.9,0.1,0,8.5,1.4,0.5
7,7013,いちご　ジャム　高糖度　　,256,36,0.4,0.1,0,63.3,1.3,0.2
7,7014,いちご　ジャム　低糖度　　,197,50.7,0.5,0.1,0,48.4,1.1,0.3
7,7160,いちご　乾　　　,302,15.4,0.5,0.2,0,82.8,3,1
7,7015,いちじく　生　　　,54,84.6,0.6,0.1,0,14.3,1.9,0.4
7,7016,いちじく　乾　　　,291,18,3,1.1,0,75.3,10.7,2.5
7,7017,いちじく　缶詰　　　,81,79.7,0.5,0.1,0,19.4,1.2,0.3
