category,food_id,food_name,calorie,water,protein,fat,cholesterol,carb,fiber,ash
1,1001,アマランサス　玄穀　,358,13.5,12.7,6,0,64.9,7.4,2.9
1,1002,あわ　精白粒　,367,13.3,11.2,4.4,0,69.7,3.3,1.4
1,1003,あわ　あわもち　,214,48,5.1,1.3,0,45.3,1.5,0.3
1,1004,えんばく オートミール　,380,10,13.7,5.7,0,69.1,9.4,1.5
1,1005,おおむぎ 七分つき押麦　,341,14,10.9,2.1,0,72.1,10.3,0.9
1,1006,おおむぎ　押麦　,340,14,6.2,1.3,0,77.8,9.6,0.7
1,1007,おおむぎ　米粒麦　,343,14,7,2.1,0,76.2,8.7,0.7
1,1008,おおむぎ　大麦めん　乾　,339,14,12.9,1.7,0,68,6.3,3.4
1,1009,おおむぎ　大麦めん　ゆで　,122,70,4.8,0.6,0,24.3,2.5,0.3
1,1010,おおむぎ　麦こがし　,391,3.5,12.5,5,0,77.1,15.5,1.9
1,1011,きび　精白粒　　　,363,13.8,11.3,3.3,0,70.9,1.6,0.7
1,1012,こむぎ　［玄穀］　国産　普通　,337,12.5,10.6,3.1,0,72.2,10.8,1.6
1,1013,こむぎ　［玄穀］　輸入　軟質　,348,10,10.1,3.3,0,75.2,11.2,1.4
1,1014,こむぎ　［玄穀］　輸入　硬質　,334,13,13,3,0,69.4,11.4,1.6
1,1015,こむぎ　［小麦粉］　薄力粉　1等,367,14,8.3,1.5,0,75.8,2.5,0.4
1,1016,こむぎ　［小麦粉］　薄力粉　2等,368,14,9.3,1.9,0,74.3,2.6,0.5
1,1018,こむぎ　［小麦粉］　中力粉　1等,367,14,9,1.6,0,75.1,2.8,0.4
1,1019,こむぎ　［小麦粉］　中力粉　2等,368,14,9.7,1.8,0,74,2.1,0.5
1,1020,こむぎ　［小麦粉］　強力粉　1等,365,14.5,11.8,1.5,0,71.7,2.7,0.4
1,1021,こむぎ　［小麦粉］　強力粉　2等,366,14.5,12.6,1.7,0,70.6,2.1,0.5
1,1023,こむぎ　［小麦粉］　強力粉　全粒粉　,328,14.5,12.8,2.9,0,68.2,11.2,1.6
1,1146,こむぎ　［小麦粉］　プレミックス粉　お好み焼き用　,352,9.8,10.1,1.9,1,73.6,2.8,3.9
1,1024,こむぎ　［小麦粉］　プレミックス粉　ホットケーキ用　,365,11.1,7.8,4,31,74.4,1.8,2.1
1,1147,こむぎ　［小麦粉］　プレミックス粉　から揚げ用　,331,8.3,10.2,1.2,0,70,2.6,10.3
1,1025,こむぎ　［小麦粉］　プレミックス粉　天ぷら用　,351,12.4,8.8,1.3,3,76.1,2.5,1.2
1,1026,こむぎ　［パン類］　食パン　　,264,38,9.3,4.4,0,46.7,2.3,1.6
1,1028,こむぎ　［パン類］　コッペパン　　,265,37,8.5,3.8,,49.1,2,1.6
1,1030,こむぎ　［パン類］　乾パン　　,393,5.5,9.5,4.4,,78.8,3.1,1.8
1,1031,こむぎ　［パン類］　フランスパン　　,279,30,9.4,1.3,0,57.5,2.7,1.8
1,1032,こむぎ　［パン類］　ライ麦パン　　,264,35,8.4,2.2,0,52.7,5.6,1.7
1,1033,こむぎ　［パン類］　ぶどうパン　　,269,35.7,8.2,3.5,,51.1,2.2,1.5
1,1034,こむぎ　［パン類］　ロールパン　　,316,30.7,10.1,9,,48.6,2,1.6
1,1035,こむぎ　［パン類］　クロワッサン　　,448,20,7.9,26.8,,43.9,1.8,1.4
1,1036,こむぎ　［パン類］　イングリッシュマフィン　　,228,46,8.1,3.6,,40.8,1.2,1.5
1,1037,こむぎ　［パン類］　ナン　　,262,37.2,10.3,3.4,0,47.6,2,1.5
1,1148,こむぎ　［パン類］　ベーグル　　,275,32.3,9.6,2,,54.6,2.5,1.4
1,1038,こむぎ　［うどん・そうめん類］　うどん　生　,270,33.5,6.1,0.6,0,56.8,1.2,3
1,1039,こむぎ　［うどん・そうめん類］　うどん　ゆで　,105,75,2.6,0.4,0,21.6,0.8,0.4
1,1041,こむぎ　［うどん・そうめん類］　干しうどん　乾　,348,13.5,8.5,1.1,0,71.9,2.4,5
1,1042,こむぎ　［うどん・そうめん類］　干しうどん　ゆで　,126,70,3.1,0.5,0,25.8,0.7,0.6
1,1043,こむぎ　［うどん・そうめん類］　そうめん・ひやむぎ　乾　,356,12.5,9.5,1.1,0,72.7,2.5,4.2
1,1044,こむぎ　［うどん・そうめん類］　そうめん・ひやむぎ　ゆで　,127,70,3.5,0.4,0,25.8,0.9,0.3
1,1045,こむぎ　［うどん・そうめん類］　手延そうめん・手延ひやむぎ　乾　,342,14,9.3,1.5,0,68.9,1.8,6.3
1,1046,こむぎ　［うどん・そうめん類］　手延そうめん・手延ひやむぎ　ゆで　,127,70,3.5,0.6,0,25.5,1,0.4
1,1047,こむぎ　［中華めん類］　中華めん　生　,281,33,8.6,1.2,0,55.7,2.1,1.5
1,1048,こむぎ　［中華めん類］　中華めん　ゆで　,149,65,4.9,0.6,0,29.2,1.3,0.3
1,1049,こむぎ　［中華めん類］　蒸し中華めん　　,198,54,5.3,1.7,0,38.4,1.9,0.6
1,1050,こむぎ　［中華めん類］　干し中華めん　乾　,365,13,10.5,1.6,0,73,2.9,1.9
1,1051,こむぎ　［中華めん類］　干し中華めん　ゆで　,140,67,4.1,0.5,0,28.1,1.5,0.3
1,1052,こむぎ　［中華めん類］　沖縄そば　生　,284,32.3,9.2,2,0,54.2,2.1,2.3
1,1053,こむぎ　［中華めん類］　沖縄そば　ゆで　,147,65.5,5.2,0.8,0,28,1.5,0.5
1,1054,こむぎ　［中華めん類］　干し沖縄そば　乾　,351,13.7,12,1.7,0,67.8,2.1,4.8
1,1055,こむぎ　［中華めん類］　干し沖縄そば　ゆで　,148,65,5.2,0.6,0,28.6,1.5,0.6
1,1056,こむぎ　［即席めん類］　即席中華めん　油揚げ味付け　,445,2,10.1,16.7,7,63.5,2.5,7.7
1,1057,こむぎ　［即席めん類］　即席中華めん　油揚げ　,458,3,10.1,19.1,3,61.4,2.4,6.4
1,1058,こむぎ　［即席めん類］　即席中華めん　非油揚げ　,356,10,10.3,5.2,2,67.1,2.3,7.4
1,1059,こむぎ　［即席めん類］　中華スタイル即席カップめん　油揚げ　,448,5,10.7,19.7,34,56.9,2.3,7.7
1,1060,こむぎ　［即席めん類］　中華スタイル即席カップめん　油揚げ　焼きそば　,436,10,8.4,18.9,1,58.1,2.4,4.6
1,1061,こむぎ　［即席めん類］　中華スタイル即席カップめん　非油揚げ　,342,15,9,6.4,5,62.2,2.9,7.4
1,1062,こむぎ　［即席めん類］　和風スタイル即席カップめん　油揚げ　,451,5,10.9,20.1,6,56.6,1.9,7.4
1,1063,こむぎ　［マカロニ・スパゲッティ類］　マカロニ・スパゲッティ　乾　,379,11.2,12.2,1.9,0,73.9,2.7,0.8
1,1064,こむぎ　［マカロニ・スパゲッティ類］　マカロニ・スパゲッティ　ゆで　,165,60.5,5.4,0.9,0,32,1.7,1.2
1,1149,こむぎ　［マカロニ・スパゲッティ類］　生パスタ　生　,247,42,7.8,1.9,0,46.9,1.5,1.4
1,1065,こむぎ　［ふ類］　生ふ　　,163,60,12.7,0.8,0,26.2,0.5,0.3
1,1066,こむぎ　［ふ類］　焼きふ　釜焼きふ　,385,11.3,28.5,2.7,0,56.9,3.7,0.6
1,1067,こむぎ　［ふ類］　焼きふ　板ふ　,379,12.5,25.6,3.3,0,57.3,3.8,1.3
1,1068,こむぎ　［ふ類］　焼きふ　車ふ　,387,11.4,30.2,3.4,0,54.2,2.6,0.8
1,1070,こむぎ　［その他］　小麦はいが　　,426,3.6,32,11.6,0,48.3,14.3,4.5
1,1071,こむぎ　［その他］　小麦たんぱく　粉末状　,437,6.5,72,9.7,0,10.6,2.4,1.2
1,1072,こむぎ　［その他］　小麦たんぱく　粒状　,111,76,20,2,0,1.8,0.4,0.2
1,1073,こむぎ　［その他］　小麦たんぱく　ペースト状　,159,66,25,4.1,0,3.9,0.5,1
1,1074,こむぎ　［その他］　ぎょうざの皮　　,291,32,9.3,1.4,0,57,2.2,0.3
1,1075,こむぎ　［その他］　しゅうまいの皮　　,295,31.1,8.3,1.4,0,58.9,2.2,0.3
1,1076,こむぎ　［その他］　ピザ生地　,268,35.3,9.1,3,0,51.1,2.3,1.5
1,1069,こむぎ　［その他］　ちくわぶ　　,171,60.4,7.1,1.2,0,31.1,1.5,0.2
1,1077,こむぎ　［その他］　パン粉　生　,280,35,11,5.1,0,47.6,3,1.3
1,1078,こむぎ　［その他］　パン粉　半生　,319,26,12.5,5.8,0,54.3,3.5,1.4
1,1079,こむぎ　［その他］　パン粉　乾燥　,373,13.5,14.6,6.8,0,63.4,4,1.7
1,1150,こむぎ　［その他］　冷めん　生　,252,36.4,3.9,0.7,0,57.6,1.1,1.4
1,1080,こめ　［水稲穀粒］　玄米　　,353,14.9,6.8,2.7,0,74.3,3,1.2
1,1081,こめ　［水稲穀粒］　半つき米　　,356,14.9,6.5,1.8,0,75.9,1.4,0.8
1,1082,こめ　［水稲穀粒］　七分つき米　　,359,14.9,6.3,1.5,0,76.6,0.9,0.6
1,1083,こめ　［水稲穀粒］　精白米　うるち米　,358,14.9,6.1,0.9,0,77.6,0.5,0.4
1,1151,こめ　［水稲穀粒］　精白米　もち米　,359,14.9,6.4,1.2,0,77.2,0.5,0.4
1,1152,こめ　［水稲穀粒］　精白米　インディカ米　,369,12.2,7.5,0.8,0,79.1,0.4,0.4
1,1084,こめ　［水稲穀粒］　はいが精米　　,357,14.9,6.5,2,0,75.8,1.3,0.7
1,1153,こめ　［水稲穀粒］　発芽玄米　　,356,14.9,6.5,3.3,0,74.3,3.1,1.1
1,1085,こめ　［水稲めし］　玄米　　,165,60,2.8,1,0,35.6,1.4,0.6
1,1086,こめ　［水稲めし］　半つき米　　,167,60,2.7,0.6,0,36.4,0.8,0.3
1,1087,こめ　［水稲めし］　七分つき米　　,168,60,2.6,0.5,0,36.7,0.5,0.2
1,1088,こめ　［水稲めし］　精白米　うるち米　,168,60,2.5,0.3,0,37.1,0.3,0.1
1,1154,こめ　［水稲めし］　精白米　もち米　,202,52.1,3.5,0.5,0,43.9,0.4,0.1
1,1089,こめ　［水稲めし］　はいが精米　　,167,60,2.7,0.6,0,36.4,0.8,0.3
1,1155,こめ　［水稲めし］　発芽玄米　　,167,60,3,1.4,0,35,1.8,0.5
1,1090,こめ　［水稲全かゆ］　玄米　　,70,83,1.2,0.4,0,15.2,0.6,0.2
1,1091,こめ　［水稲全かゆ］　半つき米　　,71,83,1.1,0.3,0,15.5,0.3,0.1
1,1092,こめ　［水稲全かゆ］　七分つき米　　,71,83,1.1,0.2,0,15.6,0.2,0.1
1,1093,こめ　［水稲全かゆ］　精白米　　,71,83,1.1,0.1,0,15.7,0.1,0.1
1,1094,こめ　［水稲五分かゆ］　玄米　　,35,91.5,0.6,0.2,0,7.6,0.3,0.1
1,1095,こめ　［水稲五分かゆ］　半つき米　　,35,91.5,0.6,0.1,0,7.7,0.1,0.1
1,1096,こめ　［水稲五分かゆ］　七分つき米　　,35,91.5,0.6,0.1,0,7.7,0.1,0.1
1,1097,こめ　［水稲五分かゆ］　精白米　　,36,91.5,0.5,0.1,0,7.9,0.1,0
1,1098,こめ　［水稲おもゆ］　玄米　　,20,95,0.4,0.1,0,4.4,0.2,0.1
1,1099,こめ　［水稲おもゆ］　半つき米　　,21,95,0.3,0.1,0,4.6,0.1,0
1,1100,こめ　［水稲おもゆ］　七分つき米　　,21,95,0.3,0.1,0,4.6,,0
1,1101,こめ　［水稲おもゆ］　精白米　　,21,95,0.3,0,0,4.7,,0
1,1102,こめ　［陸稲穀粒］　玄米　　,351,14.9,10.1,2.7,0,71.1,3,1.2
1,1103,こめ　［陸稲穀粒］　半つき米　　,355,14.9,9.6,1.8,0,72.9,1.4,0.8
1,1104,こめ　［陸稲穀粒］　七分つき米　　,358,14.9,9.5,1.5,0,73.4,0.9,0.7
1,1105,こめ　［陸稲穀粒］　精白米　　,357,14.9,9.3,0.9,0,74.5,0.5,0.4
1,1106,こめ　［陸稲めし］　玄米　　,164,60,4.1,1,0,34.3,1.4,0.6
1,1107,こめ　［陸稲めし］　半つき米　　,166,60,3.8,0.6,0,35.3,0.8,0.3
1,1108,こめ　［陸稲めし］　七分つき米　　,168,60,3.6,0.5,0,35.7,0.5,0.2
1,1109,こめ　［陸稲めし］　精白米　　,168,60,3.5,0.3,0,36.1,0.3,0.1
1,1110,こめ　［うるち米製品］　アルファ化米　一般用　,388,7.9,6,1,0,84.8,1.2,0.3
1,1156,こめ　［うるち米製品］　アルファ化米　学校給食用強化品　,388,7.9,6,1,0,84.8,1.2,0.3
1,1111,こめ　［うるち米製品］　おにぎり　　,179,57,2.7,0.3,0,39.4,0.4,0.6
1,1112,こめ　［うるち米製品］　焼きおにぎり　　,181,56,3.1,0.3,0,39.5,0.4,1.1
1,1113,こめ　［うるち米製品］　きりたんぽ　　,210,50,3.2,0.4,0,46.2,0.4,0.2
1,1114,こめ　［うるち米製品］　上新粉　　,362,14,6.2,0.9,0,78.5,0.6,0.4
1,1157,こめ　［うるち米製品］　玄米粉　　,395,4.6,7.1,2.9,0,84.1,3.5,1.3
1,1158,こめ　［うるち米製品］　米粉　　,374,11.1,6,0.7,0,81.9,0.6,0.3
1,1159,こめ　［うるち米製品］　米粉パン　　,255,41.2,3.4,3.1,,51.3,0.9,1
1,1160,こめ　［うるち米製品］　米粉めん　　,265,37,3.6,0.7,0,58.4,0.9,0.3
1,1115,こめ　［うるち米製品］　ビーフン　　,377,11.1,7,1.6,0,79.9,0.9,0.4
1,1116,こめ　［うるち米製品］　米こうじ　　,286,33,5.8,1.7,0,59.2,1.4,0.3
1,1117,こめ　［もち米製品］　もち　　,234,44.5,4,0.6,0,50.8,0.5,0.1
1,1118,こめ　［もち米製品］　赤飯　　,190,53,4.3,0.6,0,41.9,1.6,0.2
1,1119,こめ　［もち米製品］　あくまき　　,132,69.5,2.3,1.8,0,25.7,0.2,0.7
1,1120,こめ　［もち米製品］　白玉粉　　,369,12.5,6.3,1,0,80,0.5,0.2
1,1121,こめ　［もち米製品］　道明寺粉　　,372,11.6,7.1,0.7,0,80.4,0.7,0.2
1,1161,こめ　［その他］　米ぬか　　,412,10.3,13.4,19.6,0,48.8,20.5,7.9
1,1122,そば　そば粉　全層粉　　,361,13.5,12,3.1,0,69.6,4.3,1.8
1,1123,そば　そば粉　内層粉　　,359,14,6,1.6,0,77.6,1.8,0.8
1,1124,そば　そば粉　中層粉　　,360,13.5,10.2,2.7,0,71.6,4.4,2
1,1125,そば　そば粉　表層粉　　,358,13,15,3.6,0,65.1,7.1,3.3
1,1126,そば　そば米　　　,364,12.8,9.6,2.5,0,73.7,3.7,1.4
1,1127,そば　そば　生　　,274,33,9.8,1.9,0,54.5,2.7,0.8
1,1128,そば　そば　ゆで　　,132,68,4.8,1,0,26,2,0.2
1,1129,そば　干しそば　乾　　,344,14,14,2.3,0,66.7,3.7,3
1,1130,そば　干しそば　ゆで　　,114,72,4.8,0.7,0,22.1,1.5,0.4
1,1131,とうもろこし　玄穀　黄色種　　,350,14.5,8.6,5,0,70.6,9,1.3
1,1162,とうもろこし　玄穀　白色種　　,350,14.5,8.6,5,0,70.6,9,1.3
1,1132,とうもろこし　コーンミール　黄色種　　,363,14,8.3,4,0,72.4,8,1.3
1,1163,とうもろこし　コーンミール　白色種　　,363,14,8.3,4,0,72.4,8,1.3
1,1133,とうもろこし　コーングリッツ　黄色種　　,355,14,8.2,1,0,76.4,2.4,0.4
1,1164,とうもろこし　コーングリッツ　白色種　　,355,14,8.2,1,0,76.4,2.4,0.4
1,1134,とうもろこし　コーンフラワー　黄色種　　,363,14,6.6,2.8,0,76.1,1.7,0.5
1,1165,とうもろこし　コーンフラワー　白色種　　,363,14,6.6,2.8,0,76.1,1.7,0.5
1,1135,とうもろこし　ジャイアントコーン　フライ　味付け　　,435,4.3,5.7,11.8,0,76.6,10.5,1.6
1,1136,とうもろこし　ポップコーン　　　,484,4,10.2,22.8,0,59.6,9.3,3.4
1,1137,とうもろこし　コーンフレーク　　　,381,4.5,7.8,1.7,0,83.6,2.4,2.4
1,1138,はとむぎ　精白粒　　　,360,13,13.3,1.3,0,72.2,0.6,0.2
1,1139,ひえ　精白粒　　　,366,12.9,9.4,3.3,0,73.2,4.3,1.3
1,1140,もろこし　玄穀　　　,352,12,10.3,4.7,0,71.1,9.7,1.9
1,1141,もろこし　精白粒　　　,364,12.5,9.5,2.6,0,74.1,4.4,1.3
1,1142,ライむぎ　全粒粉　　　,334,12.5,12.7,2.7,0,70.7,13.3,1.4
1,1143,ライむぎ　ライ麦粉　　　,351,13.5,8.5,1.6,0,75.8,12.9,0.6
1,1166,雑穀　五穀　,357,12.9,12.6,2.8,1,70.2,5.1,1.5
2,2001,＜いも類＞きくいも　塊茎　生　　　,35,81.7,1.9,0.4,0,14.7,1.9,1.3
2,2041,＜いも類＞きくいも　塊茎　水煮　　　,28,85.4,1.6,0.5,0,11.3,2.1,1.2
2,2002,＜いも類＞こんにゃく　精粉　　　,177,6,3,0.1,0,85.3,79.9,5.6
2,2003,＜いも類＞こんにゃく　板こんにゃく　精粉こんにゃく　　,5,97.3,0.1,,0,2.3,2.2,0.3
2,2004,＜いも類＞こんにゃく　板こんにゃく　生いもこんにゃく　　,7,96.2,0.1,0.1,0,3.3,3,0.3
2,2042,＜いも類＞こんにゃく　赤こんにゃく　　　,5,97.1,0.1,,0,2.5,2.3,0.3
2,2043,＜いも類＞こんにゃく　凍みこんにゃく　乾　　,167,12,3.3,1.4,0,77.1,71.3,6.2
2,2044,＜いも類＞こんにゃく　凍みこんにゃく　ゆで　　,36,80.8,0.7,0.3,0,16.8,15.5,1.4
2,2005,＜いも類＞こんにゃく　しらたき　　　,6,96.5,0.2,,0,3,2.9,0.3
2,2006,＜いも類＞（さつまいも類）さつまいも　塊根　皮むき　生　　,134,65.6,1.2,0.2,0,31.9,2.2,1
2,2007,＜いも類＞（さつまいも類）さつまいも　塊根　皮むき　蒸し　　,134,65.6,1.2,0.2,0,31.9,2.3,1
2,2008,＜いも類＞（さつまいも類）さつまいも　塊根　皮むき　焼き　　,163,58.1,1.4,0.2,0,39,3.5,1.3
2,2045,＜いも類＞（さつまいも類）さつまいも　塊根　皮つき　生　　,140,64.6,0.9,0.5,0,33.1,2.8,0.9
2,2046,＜いも類＞（さつまいも類）さつまいも　塊根　皮つき　蒸し　　,140,64.2,0.9,0.2,0,33.7,3.8,1
2,2047,＜いも類＞（さつまいも類）さつまいも　塊根　皮つき　天ぷら　　,221,52.4,1.4,6.8,,38.4,3.1,1
2,2009,＜いも類＞（さつまいも類）さつまいも　蒸し切干　　　,303,22.2,3.1,0.6,0,71.9,5.9,2.2
2,2048,＜いも類＞（さつまいも類）むらさきいも　塊根　皮むき　生　　,133,66,1.2,0.3,0,31.7,2.5,0.8
2,2049,＜いも類＞（さつまいも類）むらさきいも　塊根　皮むき　蒸し　　,132,66.2,1.2,0.3,0,31.4,3,0.9
2,2010,＜いも類＞（さといも類）　さといも　球茎　生　　,58,84.1,1.5,0.1,0,13.1,2.3,1.2
2,2011,＜いも類＞（さといも類）　さといも　球茎　水煮　　,59,84,1.5,0.1,0,13.4,2.4,1
2,2012,＜いも類＞（さといも類）　さといも　球茎　冷凍　　,72,80.9,2.2,0.1,0,16.1,2,0.7
2,2050,＜いも類＞（さといも類）　セレベス　球茎　生　　,89,76.4,2.2,0.3,0,19.8,2.3,1.3
2,2051,＜いも類＞（さといも類）　セレベス　球茎　水煮　　,85,77.5,2.1,0.3,0,19.1,2.2,1
2,2052,＜いも類＞（さといも類）　たけのこいも　球茎　生　　,103,73.4,1.7,0.4,0,23.5,2.8,1
2,2053,＜いも類＞（さといも類）　たけのこいも　球茎　水煮　　,96,75.4,1.6,0.4,0,21.8,2.4,0.8
2,2013,＜いも類＞（さといも類）　みずいも　球茎　生　　,117,70.5,0.7,0.4,0,27.6,2.2,0.8
2,2014,＜いも類＞（さといも類）　みずいも　球茎　水煮　　,110,72,0.7,0.4,0,26.1,2.5,0.8
2,2015,＜いも類＞（さといも類）　やつがしら　球茎　生　　,97,74.5,3,0.7,0,20.5,2.8,1.3
2,2016,＜いも類＞（さといも類）　やつがしら　球茎　水煮　　,93,75.6,2.7,0.6,0,20,2.8,1.1
2,2017,＜いも類＞じゃがいも　塊茎　生　　　,76,79.8,1.6,0.1,0,17.6,1.3,0.9
2,2018,＜いも類＞じゃがいも　塊茎　蒸し　　　,84,78.1,1.5,0.1,0,19.7,1.8,0.6
2,2019,＜いも類＞じゃがいも　塊茎　水煮　　　,73,81,1.5,0.1,0,16.8,1.6,0.6
2,2020,＜いも類＞じゃがいも　フライドポテト　　　,237,52.9,2.9,10.6,,32.4,3.1,1.2
2,2021,＜いも類＞じゃがいも　乾燥マッシュポテト　　　,357,7.5,6.6,0.6,0,82.8,6.6,2.5
2,2054,＜いも類＞ヤーコン　塊根　生　　　,54,86.3,0.6,0.3,0,12.4,1.1,0.4
2,2055,＜いも類＞ヤーコン　塊根　水煮　　　,44,88.8,0.6,0.3,0,9.9,1.2,0.4
2,2022,＜いも類＞（やまのいも類）　ながいも　いちょういも　塊根　生　,108,71.1,4.5,0.5,0,22.6,1.4,1.3
2,2023,＜いも類＞（やまのいも類）　ながいも　ながいも　塊根　生　,65,82.6,2.2,0.3,0,13.9,1,1
2,2024,＜いも類＞（やまのいも類）　ながいも　ながいも　塊根　水煮　,59,84.2,2,0.3,0,12.6,1.4,0.9
2,2025,＜いも類＞（やまのいも類）　ながいも　やまといも　塊根　生　,123,66.7,4.5,0.2,0,27.1,2.5,1.5
2,2026,＜いも類＞（やまのいも類）　じねんじょ　塊根　生　　,121,68.8,2.8,0.7,0,26.7,2,1
2,2027,＜いも類＞（やまのいも類）　だいじょ　塊根　生　　,109,71.2,2.6,0.1,0,25,2.2,1.1
2,2028,＜でん粉・でん粉製品＞（でん粉類）　キャッサバでん粉　　　,346,14.2,0.1,0.2,0,85.3,0,0.2
2,2029,＜でん粉・でん粉製品＞（でん粉類）　くずでん粉　　　,347,13.9,0.2,0.2,0,85.6,0,0.1
2,2030,＜でん粉・でん粉製品＞（でん粉類）　米でん粉　　　,366,9.7,0.2,0.7,0,89.3,0,0.1
2,2031,＜でん粉・でん粉製品＞（でん粉類）　小麦でん粉　　　,351,13.1,0.2,0.5,0,86,0,0.2
2,2032,＜でん粉・でん粉製品＞（でん粉類）　サゴでん粉　　　,349,13.4,0.1,0.2,0,86.1,0,0.2
2,2033,＜でん粉・でん粉製品＞（でん粉類）　さつまいもでん粉　　　,332,17.5,0.1,0.2,0,82,0,0.2
2,2034,＜でん粉・でん粉製品＞（でん粉類）　じゃがいもでん粉　　　,330,18,0.1,0.1,0,81.6,0,0.2
2,2035,＜でん粉・でん粉製品＞（でん粉類）　とうもろこしでん粉　　　,354,12.8,0.1,0.7,0,86.3,0,0.1
2,2036,＜でん粉・でん粉製品＞（でん粉製品）　くずきり　乾　　,356,11.8,0.2,0.2,0,87.7,0.9,0.1
2,2037,＜でん粉・でん粉製品＞（でん粉製品）　くずきり　ゆで　　,135,66.5,0.1,0.1,0,33.3,0.8,
2,2056,＜でん粉・でん粉製品＞（でん粉製品）　ごま豆腐　　　,81,84.8,1.5,4.3,0,9.1,1,0.2
2,2038,＜でん粉・でん粉製品＞（でん粉製品）　タピオカパール　乾　　,355,11.9,0,0.2,0,87.8,0.5,0.1
2,2057,＜でん粉・でん粉製品＞（でん粉製品）　タピオカパール　ゆで　　,62,84.6,0,,0,15.4,0.2,
2,2058,＜でん粉・でん粉製品＞（でん粉製品）　でん粉めん　生　　,131,67.4,0.1,0.2,0,32.2,0.8,0.2
2,2059,＜でん粉・でん粉製品＞（でん粉製品）　でん粉めん　乾　　,353,12.6,0.2,0.3,0,86.7,1.8,0.2
2,2060,＜でん粉・でん粉製品＞（でん粉製品）　でん粉めん　乾　ゆで　　,84,79.2,0,0.2,0,20.6,0.6,
2,2039,＜でん粉・でん粉製品＞（でん粉製品）　はるさめ　緑豆はるさめ　乾　,356,11.8,0.2,0.4,0,87.5,4.1,0.1
2,2061,＜でん粉・でん粉製品＞（でん粉製品）　はるさめ　緑豆はるさめ　ゆで　,84,79.3,,0.1,0,20.6,1.5,
2,2040,＜でん粉・でん粉製品＞（でん粉製品）　はるさめ　普通はるさめ　乾　,350,12.9,0,0.2,0,86.6,1.2,0.3
2,2062,＜でん粉・でん粉製品＞（でん粉製品）　はるさめ　普通はるさめ　ゆで　,80,80,0,,0,19.9,0.8,0.1
3,3001,（砂糖類）　黒砂糖　　　,354,5,1.7,,0,89.7,0,3.6
3,3002,（砂糖類）　和三盆糖　　　,383,0.5,0.2,,0,98.8,0,0.5
3,3003,（砂糖類）　車糖　上白糖　　,384,0.8,0,0,0,99.2,0,0
3,3004,（砂糖類）　車糖　三温糖　　,382,1.2,,0,0,98.7,0,0.1
3,3005,（砂糖類）　ざらめ糖　グラニュー糖　　,387,,0,0,0,100,0,0
3,3006,（砂糖類）　ざらめ糖　白ざら糖　　,387,,0,0,0,100,0,0
3,3007,（砂糖類）　ざらめ糖　中ざら糖　　,387,,0,0,0,100,0,0
3,3008,（砂糖類）　加工糖　角砂糖　　,387,,0,0,0,100,0,0
3,3009,（砂糖類）　加工糖　氷砂糖　　,387,,0,0,0,100,0,0
3,3010,（砂糖類）　加工糖　コーヒーシュガー　　,387,,0.1,0,0,99.9,0,0
3,3011,（砂糖類）　加工糖　粉糖　　,386,0.3,0,0,0,99.7,0,0
3,3012,（砂糖類）　液糖　しょ糖型液糖　　,271,30,0,0,0,70,0,0
3,3013,（砂糖類）　液糖　転化型液糖　　,307,20.7,0,0,0,79.3,0,0
3,3014,（砂糖類）　氷糖みつ　　　,265,31.5,0.2,0,0,68.2,0,0.1
3,3015,（でん粉糖類）　粉あめ　　　,381,3,0,0,0,97,0,0
3,3024,（でん粉糖類）　水あめ　酵素糖化　　,328,15,0,0,0,85,0,
3,3025,（でん粉糖類）　水あめ　酸糖化　　,328,15,0,0,0,85,0,
3,3017,（でん粉糖類）　ぶどう糖　全糖　　,335,9,0,0,0,91,0,0
3,3018,（でん粉糖類）　ぶどう糖　含水結晶　　,336,8.7,0,0,0,91.3,0,0
3,3019,（でん粉糖類）　ぶどう糖　無水結晶　　,367,0.3,0,0,0,99.7,0,0
3,3020,（でん粉糖類）　果糖　　　,368,0.1,0,0,0,99.9,0,0
3,3026,（でん粉糖類）　異性化液糖　ぶどう糖果糖液糖　　,276,25,0,0,0,75,0,
3,3027,（でん粉糖類）　異性化液糖　果糖ぶどう糖液糖　　,276,25,0,0,0,75,0,
3,3028,（でん粉糖類）　異性化液糖　高果糖液糖　　,276,25,0,0,0,75,0,
3,3029,（その他）　黒蜜　,199,46.5,1,0,0,50.5,0,2
3,3022,（その他）　はちみつ　,294,20,0.2,0,0,79.7,0,0.1
3,3023,（その他）　メープルシロップ　　　,257,33,0.1,0,0,66.3,0,0.6
4,4001,あずき　全粒　乾　　　,339,15.5,20.3,2.2,0,58.7,17.8,3.3
4,4002,あずき　全粒　ゆで　　　,143,64.8,8.9,1,0,24.2,11.8,1.1
4,4003,あずき　ゆで小豆缶詰　　　,218,45.3,4.4,0.4,0,49.2,3.4,0.7
4,4004,あずき　あん　こしあん　　,155,62,9.8,0.6,0,27.1,6.8,0.5
4,4005,あずき　あん　さらしあん　　,385,5,26.2,1,0,66.8,27.6,1
4,4006,あずき　あん　つぶしあん　　,244,39.3,5.6,0.6,0,54,5.7,0.5
4,4007,いんげんまめ　全粒　乾　　　,333,16.5,19.9,2.2,0,57.8,19.3,3.6
4,4008,いんげんまめ　全粒　ゆで　　　,143,64.3,8.5,1,0,24.8,13.3,1.4
